pm10,temp,hum,wind_speed,rain,pressure,hour,day_of_week,is_weekend,label
8.19,23.72,19,5.57,0.0,1018,11,4,0,6.55
3.86,25.99,57,1.44,9.38,1007,1,4,0,2.7
111.07,21.74,52,1.28,0.0,1003,15,1,0,111.07
12.84,25.86,14,4.23,0.0,1033,15,2,0,12.84
7.96,18.69,43,9.39,0.0,1009,23,0,0,6.37
9.9,26.49,65,1.85,6.41,1023,11,5,1,6.93
151.88,19.83,35,3.07,0.0,1004,9,1,0,151.88
8.92,21.17,11,6.24,0.0,1017,19,2,0,7.13
4.82,18.35,22,4.02,0.0,1015,1,0,0,4.82
10.22,28.14,37,0.22,0.0,1004,23,5,1,10.22
113.35,18.0,42,4.45,0.0,1027,1,2,0,113.35
7.64,26.44,22,0.51,0.0,1020,15,1,0,7.64
3.58,15.78,37,7.84,0.0,1022,21,5,1,2.87
5.57,27.31,51,1.26,8.71,1024,18,6,1,3.9
132.25,16.46,35,4.82,0.0,1012,19,2,0,132.25
6.73,26.2,27,0.0,0.0,1026,19,1,0,6.73
1.63,19.65,23,6.95,6.57,1012,18,0,0,0.91
7.2,29.99,40,0.0,0.0,1008,22,3,0,7.2
101.96,17.31,32,4.42,0.0,1024,2,1,0,101.96
12.64,21.45,12,0.98,0.0,1016,20,2,0,12.64
7.23,20.94,26,3.45,11.2,1030,14,4,0,5.06
6.84,26.22,55,0.79,0.0,1021,22,4,0,6.84
157.23,16.65,30,6.8,0.0,1002,22,4,0,125.78
14.38,20.78,10,3.88,0.0,1008,22,5,1,14.38
10.33,16.77,33,5.71,0.0,1010,7,4,0,8.27
6.66,30.6,35,0.0,0.0,1007,4,2,0,6.66
119.84,22.61,48,5.52,0.0,1015,0,3,0,95.87
6.68,25.36,16,0.94,9.04,1033,17,1,0,4.68
1.77,21.14,25,6.55,0.0,1023,3,5,1,1.42
9.39,21.72,66,0.49,10.06,1025,8,6,1,6.57
155.7,22.48,58,1.2,0.0,1004,13,2,0,155.7
9.57,27.91,10,6.81,11.2,1016,4,4,0,5.36
1.19,23.98,45,4.68,0.0,1016,23,0,0,1.19
6.66,27.83,54,5.76,0.0,1022,12,4,0,5.33
146.89,15.72,28,0.0,0.0,1005,4,2,0,146.89
14.57,23.23,37,3.11,2.19,1034,20,4,0,10.2
3.25,19.61,30,3.02,0.0,1027,17,1,0,3.25
6.33,28.14,68,0.0,0.72,1006,21,0,0,4.43
152.9,18.13,32,6.32,0.0,1009,19,1,0,122.32
6.22,24.6,40,4.27,0.0,1017,1,2,0,6.22
8.78,24.01,17,5.75,0.0,1024,13,1,0,7.03
5.52,30.25,46,3.1,1.69,1020,23,4,0,3.86
139.54,17.82,32,5.79,0.0,1004,0,1,0,111.63
6.38,25.22,23,0.0,0.0,1008,22,6,1,6.38
4.19,17.69,32,8.38,11.36,1009,12,5,1,2.34
9.0,27.24,44,0.82,7.34,1024,23,3,0,6.3
104.13,18.23,46,5.32,0.0,997,23,4,0,83.3
14.12,19.28,33,0.0,0.0,1020,10,1,0,14.12
5.03,21.44,38,3.32,0.0,1018,17,0,0,5.03
12.06,27.17,66,0.97,2.36,1024,11,4,0,8.44
140.05,19.14,45,1.67,0.0,1018,3,1,0,140.05
10.39,20.37,36,4.34,0.0,1007,5,6,1,10.39
4.33,23.33,36,5.65,0.0,1015,3,0,0,3.46
8.47,26.62,62,4.93,6.78,1005,16,1,0,5.93
136.89,19.08,31,4.58,0.0,1017,1,2,0,136.89
15.56,26.27,10,0.59,0.0,1033,9,4,0,15.56
7.63,20.74,11,3.47,0.0,1019,11,4,0,7.63
3.63,30.69,53,4.81,0.0,1023,14,3,0,3.63
108.52,19.71,45,1.58,0.0,1019,15,3,0,108.52
5.89,23.47,28,3.29,0.0,1013,3,2,0,5.89
2.05,23.61,32,5.88,0.0,1010,14,1,0,1.64
9.15,28.07,67,2.6,0.0,1006,11,5,1,9.15
143.83,17.92,34,0.0,0.0,1005,10,3,0,143.83
11.96,20.65,10,7.23,0.0,1022,10,0,0,9.57
6.98,20.15,20,4.69,0.0,1004,6,5,1,6.98
8.41,22.41,55,0.0,0.0,1011,14,5,1,8.41
130.74,18.81,42,5.44,0.0,1008,14,1,0,104.59
10.44,19.57,36,4.66,3.65,1016,22,3,0,7.31
6.16,16.04,24,4.12,0.0,1003,13,3,0,6.16
5.6,22.5,44,6.74,8.17,1024,10,3,0,3.14
123.33,22.49,59,2.99,0.0,1027,5,4,0,123.33
11.26,18.2,25,5.77,0.0,1028,6,3,0,9.01
5.45,18.23,10,5.99,0.0,1018,6,4,0,4.36
11.67,23.69,56,2.25,0.0,1022,2,1,0,11.67
136.44,17.99,38,7.23,0.0,1022,0,3,0,109.15
12.32,27.41,29,5.36,0.0,1023,15,4,0,9.85
0.67,25.15,43,7.57,0.0,1028,0,0,0,0.54
7.71,24.51,41,3.89,0.0,1026,22,2,0,7.71
116.2,19.35,26,2.7,0.0,1024,15,6,1,116.2
7.68,20.79,37,0.48,0.0,1033,1,5,1,7.68
4.24,22.08,10,3.81,0.0,1017,13,1,0,4.24
4.88,26.05,29,1.26,0.0,1016,14,0,0,4.88
123.41,22.73,55,0.88,0.0,1016,7,2,0,123.41
8.77,26.88,10,3.45,6.36,1010,17,0,0,6.14
4.95,15.92,10,5.02,0.0,1026,1,4,0,3.96
10.99,26.45,47,4.16,5.69,1027,14,2,0,7.69
150.67,16.62,56,5.97,0.0,1019,1,5,1,120.54
15.13,23.57,10,5.2,0.0,1027,21,6,1,12.1
2.04,18.02,36,10.26,3.98,1016,4,2,0,1.14
4.56,22.13,64,4.68,0.0,1009,11,0,0,4.56
152.66,22.47,33,0.56,1.67,1006,21,3,0,106.86
11.56,22.28,43,5.19,0.0,1017,6,1,0,9.25
3.24,24.86,26,8.44,0.0,1005,5,4,0,2.59
7.34,22.63,53,6.53,0.0,1002,14,2,0,5.87
145.0,16.51,31,1.75,0.0,1010,1,6,1,145.0
12.58,20.65,22,2.41,0.0,1018,9,1,0,12.58
2.54,18.44,10,6.81,0.0,1020,16,5,1,2.03
6.98,23.78,29,1.83,11.09,1009,4,2,0,4.88
109.88,22.31,21,7.27,2.15,1011,13,0,0,61.53
11.32,26.98,27,0.93,0.0,1011,11,5,1,11.32
3.38,22.83,14,6.38,0.0,1021,20,2,0,2.7
12.24,30.55,59,4.46,0.0,1002,21,4,0,12.24
101.49,22.92,55,2.43,0.0,1019,21,6,1,101.49
10.93,18.98,30,3.33,0.0,1012,4,4,0,10.93
6.85,18.73,38,8.11,0.0,1020,4,6,1,5.48
3.64,28.64,67,5.21,0.0,1013,17,6,1,2.91
147.25,21.11,44,1.98,0.0,999,22,1,0,147.25
10.78,23.91,21,7.0,5.53,1033,4,4,0,6.04
2.98,18.75,34,9.42,7.55,1027,7,3,0,1.67
10.3,23.39,36,6.52,0.0,1031,2,2,0,8.24
108.6,17.79,55,0.21,0.0,1026,1,1,0,108.6
6.26,23.53,10,2.51,0.0,1014,0,0,0,6.26
8.75,20.15,27,9.32,0.0,1009,12,2,0,7.0
12.85,23.12,65,2.33,0.0,1016,13,4,0,12.85
157.83,23.81,57,0.01,0.0,1022,17,6,1,157.83
12.6,22.4,10,0.31,0.0,1018,21,2,0,12.6
2.75,24.58,31,4.84,0.0,1018,5,3,0,2.75
11.2,22.69,31,0.79,0.0,1018,22,2,0,11.2
158.26,24.08,39,5.59,0.0,1014,22,1,0,126.61
8.85,20.15,31,6.67,0.0,1020,1,5,1,7.08
2.59,17.34,36,6.78,0.0,1021,2,6,1,2.07
12.03,26.33,52,1.03,0.0,1002,0,1,0,12.03
133.69,16.45,30,1.79,0.0,1000,0,4,0,133.69
11.71,22.19,20,0.0,0.0,1014,4,6,1,11.71
8.8,24.3,35,5.73,0.0,1025,21,1,0,7.04
9.12,29.82,36,3.41,0.0,1010,3,0,0,9.12
156.75,16.01,30,4.24,0.0,1027,8,5,1,156.75
14.61,18.99,32,3.67,0.0,1035,1,3,0,14.61
6.4,22.28,12,5.87,1.83,1006,0,3,0,3.58
11.23,30.36,45,5.28,8.43,1003,11,0,0,6.29
131.59,21.64,30,7.06,0.0,1012,6,1,0,105.27
6.97,22.58,11,1.84,0.0,1030,0,3,0,6.97
8.3,21.92,35,7.41,0.0,1030,19,4,0,6.64
8.63,26.84,53,0.0,0.0,1030,14,4,0,8.63
121.29,21.34,54,0.0,0.0,1007,7,5,1,121.29
5.95,26.11,19,0.69,5.91,1031,19,3,0,4.17
1.27,25.38,32,4.93,0.0,1026,21,5,1,1.27
12.63,22.89,62,1.68,0.0,1009,5,1,0,12.63
113.04,19.29,26,3.88,0.0,1025,22,6,1,113.04
13.2,25.36,21,3.89,5.15,1011,17,6,1,9.24
3.57,19.18,23,10.79,0.0,1005,8,3,0,2.85
12.66,23.44,59,4.02,0.0,1003,23,3,0,12.66
123.69,24.85,56,5.58,0.71,1022,11,5,1,69.26
11.48,25.98,34,3.58,0.0,1027,0,0,0,11.48
3.55,25.14,45,5.48,0.0,1022,13,5,1,2.84
7.5,23.59,41,4.41,0.0,1024,20,1,0,7.5
147.9,23.36,60,0.98,0.0,1000,18,1,0,147.9
6.01,22.66,22,4.58,0.0,1033,9,2,0,6.01
4.3,25.2,27,6.98,0.0,1004,4,4,0,3.44
11.96,23.48,42,4.95,0.0,1018,15,4,0,11.96
148.27,17.37,39,2.07,0.0,1013,16,6,1,148.27
7.27,25.72,23,3.53,3.93,1010,1,2,0,5.09
10.52,20.75,36,9.51,2.1,1014,12,0,0,5.89
6.53,21.99,56,3.37,0.0,1018,9,0,0,6.53
110.69,18.71,23,6.92,0.0,1020,3,6,1,88.55
6.09,22.29,37,4.98,0.0,1007,3,1,0,6.09
0.88,17.52,22,3.02,0.0,1008,14,0,0,0.88
12.12,24.52,48,1.53,3.57,1031,17,6,1,8.48
107.3,22.22,61,7.09,0.0,997,10,6,1,85.84
8.43,19.89,34,4.61,0.0,1011,22,5,1,8.43
3.33,18.29,22,3.8,0.0,1013,3,2,0,3.33
10.4,26.48,38,3.21,3.06,1010,0,3,0,7.28
137.77,16.34,54,6.57,0.0,1008,20,3,0,110.22
12.97,23.17,21,6.56,0.0,1023,8,1,0,10.38
2.95,20.71,36,7.78,0.0,1014,18,5,1,2.36
4.41,26.53,33,0.0,0.0,1024,11,5,1,4.41
156.02,16.98,28,4.12,0.0,1012,21,0,0,156.02
8.58,18.07,27,3.14,0.0,1015,13,1,0,8.58
0.68,16.86,10,4.67,0.0,1024,8,5,1,0.68
5.06,25.4,46,2.95,11.23,1022,10,2,0,3.54
144.94,17.52,56,0.47,0.0,1017,17,5,1,144.94
6.22,22.44,21,1.5,0.0,1020,7,1,0,6.22
4.52,23.42,18,8.1,0.0,1025,10,4,0,3.61
4.81,29.92,66,3.86,2.82,1019,8,0,0,3.36
115.52,23.76,40,1.86,0.0,1003,13,4,0,115.52
7.17,21.18,24,4.83,0.0,1020,13,6,1,7.17
6.01,23.72,37,4.71,0.0,1014,10,6,1,6.01
10.09,23.05,56,4.82,0.0,1016,18,1,0,10.09
105.71,20.15,40,1.83,0.67,1027,21,5,1,74.0
6.15,24.44,10,3.57,9.5,1016,19,3,0,4.3
8.67,19.87,18,5.78,10.8,1012,7,3,0,4.86
12.06,27.76,29,0.97,0.0,1022,22,4,0,12.06
138.71,17.32,28,4.51,0.0,1024,9,0,0,138.71
13.83,23.04,41,3.49,0.0,1014,23,0,0,13.83
3.64,16.3,43,6.7,0.0,1017,1,2,0,2.91
9.53,27.96,33,0.44,0.0,1015,6,3,0,9.53
118.55,20.19,33,2.6,9.73,998,14,1,0,82.99
5.78,25.53,40,0.0,0.0,1033,10,0,0,5.78
5.13,23.6,12,4.31,10.97,1023,5,4,0,3.59
8.39,29.67,41,0.47,0.0,1028,17,5,1,8.39
153.15,17.64,39,5.7,0.0,1011,15,5,1,122.52
13.13,19.36,35,0.0,11.46,1015,1,2,0,9.19
8.69,21.88,33,10.32,0.0,1008,10,4,0,6.95
4.07,26.0,57,2.67,0.0,1026,16,3,0,4.07
151.95,20.69,50,1.7,0.0,1020,0,6,1,151.95
12.56,20.93,13,0.0,0.0,1034,19,3,0,12.56
6.6,24.13,30,7.49,0.0,1011,15,2,0,5.28
11.82,28.88,56,2.04,8.53,1004,23,5,1,8.27
114.94,18.42,24,7.34,2.65,1001,15,3,0,64.37
8.26,26.07,22,0.24,0.0,1023,22,3,0,8.26
2.46,19.54,17,9.78,0.0,1014,4,3,0,1.97
8.23,22.13,61,1.99,0.0,1009,6,5,1,8.23
130.13,16.46,31,2.84,2.06,1027,14,3,0,91.09
13.5,18.77,10,0.87,0.0,1032,23,2,0,13.5
3.63,18.46,43,6.32,0.0,1016,10,5,1,2.9
3.36,27.0,60,5.15,0.0,1016,7,0,0,2.69
108.09,18.99,33,0.0,0.0,1008,5,5,1,108.09
12.76,26.32,33,3.74,4.11,1024,8,5,1,8.93
4.64,19.49,46,3.31,0.77,1014,5,5,1,3.25
12.81,29.89,38,2.04,0.0,1001,15,5,1,12.81
127.09,19.98,60,6.64,0.0,1009,12,2,0,101.67
9.94,26.4,29,2.7,2.52,1018,20,1,0,6.96
8.58,16.73,22,5.41,0.0,1015,2,0,0,6.87
5.66,24.19,61,0.07,0.0,1021,9,3,0,5.66
156.01,22.17,22,4.92,0.0,1015,13,1,0,156.01
5.67,24.02,36,0.0,0.0,1033,9,2,0,5.67
8.09,18.77,23,7.14,0.0,1020,23,4,0,6.47
10.6,22.4,59,5.37,4.41,1026,21,4,0,5.93
143.44,17.67,53,2.31,7.27,1027,13,1,0,100.41
12.9,18.44,43,6.85,0.0,1035,23,3,0,10.32
10.21,24.31,30,10.35,0.0,1014,23,2,0,8.17
8.75,28.82,59,0.0,0.0,1002,11,0,0,8.75
148.98,19.49,54,3.47,0.0,1002,14,0,0,148.98
9.75,20.21,16,6.53,0.0,1008,15,4,0,7.8
0.95,20.81,10,10.6,0.0,1018,3,6,1,0.76
4.19,28.48,49,4.01,0.0,1006,17,3,0,4.19
158.57,24.78,43,2.88,11.3,1024,18,3,0,111.0
13.44,21.79,25,4.0,1.78,1009,3,5,1,9.41
8.76,23.64,25,3.81,0.0,1020,1,0,0,8.76
5.73,30.61,33,0.53,0.0,1025,21,0,0,5.73
152.62,18.25,22,1.18,0.0,1025,23,3,0,152.62
5.82,21.4,10,0.0,0.0,1010,9,4,0,5.82
7.51,22.54,10,7.66,7.61,1005,3,0,0,4.2
8.39,29.06,32,1.35,0.0,1012,2,6,1,8.39
146.66,16.64,53,0.97,0.0,1005,23,4,0,146.66
15.3,21.77,35,2.35,7.24,1012,11,1,0,10.71
0.71,15.68,42,6.59,0.0,1010,18,4,0,0.57
5.59,30.93,46,5.75,0.0,1027,16,4,0,4.47
145.17,21.35,43,5.68,0.0,1008,21,1,0,116.13
6.63,21.93,35,2.92,0.0,1035,13,0,0,6.63
5.7,16.03,36,3.99,1.17,1003,7,6,1,3.99
9.84,28.91,55,2.81,0.0,1028,3,3,0,9.84
104.57,22.43,57,1.35,0.0,1014,18,5,1,104.57
6.28,21.75,10,1.49,0.0,1010,19,6,1,6.28
6.32,23.33,16,7.37,0.0,1019,11,1,0,5.06
13.04,25.55,41,3.8,0.0,1018,19,3,0,13.04
141.26,25.36,47,7.19,0.0,1014,3,1,0,113.01
15.33,25.24,16,3.96,1.7,1010,9,1,0,10.73
1.1,20.35,32,8.76,0.0,1031,10,0,0,0.88
12.44,29.68,51,0.2,0.0,1025,23,3,0,12.44
146.85,19.07,33,1.29,0.0,1004,6,3,0,146.85
12.49,25.63,43,1.01,0.0,1008,12,5,1,12.49
4.78,17.81,16,6.65,0.0,1022,12,3,0,3.82
8.67,21.12,54,4.28,0.0,1028,21,1,0,8.67
144.57,17.76,37,2.31,0.0,1010,18,3,0,144.57
13.8,25.79,12,3.02,0.0,1012,5,0,0,13.8
10.36,18.04,26,4.27,0.0,1018,21,3,0,10.36
3.73,27.01,36,6.09,0.0,1010,19,1,0,2.98
113.47,16.55,22,6.34,0.0,1006,11,2,0,90.78
7.68,23.11,10,4.18,0.0,1020,6,3,0,7.68
8.57,17.81,25,7.08,0.0,1033,6,2,0,6.85
3.92,29.77,64,0.04,0.0,1004,14,1,0,3.92
146.42,20.74,42,3.46,0.0,1011,6,1,0,146.42
6.24,25.32,11,2.53,0.0,1016,9,6,1,6.24
5.18,16.55,10,2.95,0.0,1026,1,6,1,5.18
6.82,24.93,30,2.33,3.72,1020,12,4,0,4.78
112.93,15.86,41,6.25,11.81,1026,12,4,0,63.24
14.01,21.34,10,0.23,0.0,1028,4,3,0,14.01
5.44,20.5,13,10.75,0.0,1023,20,0,0,4.35
10.68,27.93,66,6.43,11.73,1021,1,3,0,5.98
110.55,17.97,37,0.17,0.0,1000,22,5,1,110.55
6.15,23.87,19,0.0,0.0,1016,9,6,1,6.15
8.1,23.27,10,7.92,0.0,1027,15,5,1,6.48
12.17,21.02,67,2.15,2.72,1014,19,4,0,8.52
113.96,18.16,30,2.84,0.0,1010,3,1,0,113.96
14.03,20.15,14,1.07,0.0,1028,0,4,0,14.03
8.65,22.42,23,2.92,4.17,1022,0,0,0,6.06
5.31,25.26,28,6.03,0.0,1027,17,6,1,4.25
120.76,22.11,21,3.35,0.0,998,21,2,0,120.76
6.41,26.18,37,0.82,0.0,1026,3,5,1,6.41
7.96,24.2,20,3.29,4.27,1006,23,1,0,5.57
9.45,26.47,40,5.24,0.0,1015,19,4,0,7.56
108.8,15.45,59,5.27,0.0,1002,4,4,0,87.04
11.65,18.72,43,0.0,0.0,1030,20,3,0,11.65
3.43,22.29,43,5.16,0.0,1032,3,2,0,2.75
11.83,25.41,36,3.91,0.0,1023,4,5,1,11.83
120.95,20.25,21,1.81,0.0,1023,1,5,1,120.95
5.66,18.28,17,3.78,0.0,1018,8,5,1,5.66
1.03,18.63,12,4.9,0.0,1017,4,6,1,1.03
12.55,21.44,60,3.97,0.0,1026,6,0,0,12.55
149.19,23.81,42,2.98,0.0,998,0,3,0,149.19
13.28,23.44,10,3.75,0.0,1010,18,3,0,13.28
2.06,20.59,33,10.05,0.0,1016,4,2,0,1.65
9.38,28.7,48,2.08,0.0,1029,15,3,0,9.38
110.78,16.89,52,7.16,0.0,1002,23,4,0,88.62
14.52,22.2,35,3.8,0.0,1022,10,6,1,14.52
2.29,24.29,21,9.44,0.0,1029,0,6,1,1.83
12.96,26.45,68,0.48,0.0,1004,19,5,1,12.96
103.28,21.4,44,4.31,0.0,1014,6,1,0,103.28
11.62,22.51,14,6.78,0.0,1034,16,1,0,9.3
4.78,22.5,36,5.38,0.0,1007,7,5,1,3.83
7.08,29.5,68,1.42,0.0,1009,13,0,0,7.08
113.64,20.78,54,3.58,0.0,1013,11,0,0,113.64
9.57,22.69,43,4.75,0.0,1024,10,2,0,9.57
5.3,16.61,34,5.03,2.36,1006,23,0,0,2.97
8.51,23.98,50,4.99,0.0,1027,5,1,0,8.51
130.0,15.77,22,5.95,4.71,1000,14,4,0,72.8
15.33,18.67,10,0.0,0.0,1031,19,0,0,15.33
6.31,22.3,10,8.74,0.0,1007,19,6,1,5.05
10.57,30.92,39,0.26,0.0,1005,2,6,1,10.57
154.0,23.22,21,2.82,0.0,1025,16,6,1,154.0
11.6,19.1,33,6.51,0.0,1024,6,0,0,9.28
2.16,17.34,21,5.0,0.0,1007,13,5,1,1.73
9.45,28.93,47,6.64,0.0,1008,22,1,0,7.56
130.83,15.98,27,5.38,10.73,1021,21,3,0,73.27
12.24,25.67,31,4.91,0.0,1033,9,3,0,12.24
6.65,18.37,10,10.63,0.0,1030,12,6,1,5.32
4.56,24.98,58,4.84,0.0,1027,20,5,1,4.56
123.82,18.43,47,1.82,0.0,1003,0,4,0,123.82
6.47,18.05,15,5.54,0.0,1024,13,6,1,5.18
1.75,16.69,17,10.35,0.0,1031,5,1,0,1.4
11.78,27.0,66,4.13,0.0,1030,15,1,0,11.78
138.66,20.07,61,0.48,0.0,1009,22,1,0,138.66
13.66,23.35,16,6.07,0.0,1023,4,3,0,10.93
1.27,16.41,13,6.07,0.0,1028,11,5,1,1.02
8.17,22.42,42,5.31,0.0,1017,4,5,1,6.54
156.38,17.79,48,7.18,0.0,1025,21,2,0,125.1
9.15,25.73,16,5.34,0.0,1033,20,1,0,7.32
10.46,15.98,40,10.78,0.0,1021,18,1,0,8.37
9.82,26.79,54,4.12,0.0,1013,7,6,1,9.82
121.57,20.72,60,3.11,0.0,1002,5,2,0,121.57
8.68,24.55,17,1.43,0.0,1016,14,3,0,8.68
1.55,17.81,10,7.73,0.0,1012,3,4,0,1.24
10.33,29.11,60,3.58,0.0,1025,17,5,1,10.33
122.37,16.44,30,5.89,0.0,1020,6,4,0,97.9
13.47,25.06,32,7.27,0.0,1032,13,1,0,10.77
0.93,15.99,29,3.24,0.0,1019,2,5,1,0.93
5.97,24.63,44,0.0,0.0,1010,18,1,0,5.97
153.25,16.15,45,0.44,0.0,1014,17,0,0,153.25
11.15,27.91,10,4.64,0.0,1019,21,3,0,11.15
7.49,20.7,33,2.99,0.0,1010,10,4,0,7.49
8.57,24.8,48,1.1,0.0,1008,7,5,1,8.57
108.83,16.25,43,5.65,8.75,1027,3,1,0,60.94
7.16,23.81,10,0.13,0.0,1026,17,6,1,7.16
7.34,19.32,23,3.25,0.0,1028,16,0,0,7.34
6.19,29.24,42,5.9,0.0,1026,17,5,1,4.95
117.7,24.62,21,1.75,8.77,999,8,6,1,82.39
9.33,26.29,15,6.77,0.0,1014,1,2,0,7.46
4.54,15.74,45,10.24,7.13,1022,11,4,0,2.54
7.16,27.47,51,6.74,4.78,1011,21,6,1,4.01
110.51,23.79,61,3.74,0.0,1023,15,0,0,110.51
6.21,26.21,32,6.55,0.0,1013,8,3,0,4.97
5.6,16.72,10,3.78,0.0,1009,18,0,0,5.6
6.3,30.25,40,0.33,0.0,1002,14,4,0,6.3
139.88,23.63,43,4.49,0.0,1006,2,5,1,139.88
7.04,20.74,31,4.99,0.0,1014,16,0,0,7.04
4.29,15.72,13,5.29,0.0,1003,5,5,1,3.43
4.74,23.05,37,4.36,0.0,1008,17,5,1,4.74
104.41,18.9,30,0.7,0.0,1008,1,5,1,104.41
14.53,24.27,25,1.08,0.0,1021,5,5,1,14.53
5.0,23.75,22,9.78,0.0,1028,19,5,1,4.0
10.4,29.49,46,3.54,0.0,1015,15,5,1,10.4
128.74,20.57,27,4.76,0.0,1023,8,6,1,128.74
13.14,24.8,18,6.68,0.0,1011,15,3,0,10.51
7.32,25.16,10,9.72,0.0,1008,10,0,0,5.86
7.69,21.06,34,2.85,0.0,1019,5,1,0,7.69
113.09,19.25,50,4.71,0.0,1020,14,5,1,113.09
14.69,27.28,19,6.77,6.38,1029,6,1,0,8.23
8.34,20.6,42,9.58,0.0,1019,12,5,1,6.67
11.55,27.29,62,0.25,0.0,1026,10,0,0,11.55
109.34,16.79,33,1.17,5.79,1004,15,0,0,76.54
8.87,24.95,42,5.86,0.0,1031,17,1,0,7.09
1.85,18.15,10,6.63,0.0,1006,16,3,0,1.48
9.51,28.71,49,1.4,0.0,1002,20,2,0,9.51
135.53,17.44,61,4.21,10.29,1010,1,0,0,94.87
6.19,26.46,29,0.09,0.0,1035,2,2,0,6.19
3.54,23.84,37,9.94,0.0,1024,19,1,0,2.83
9.32,27.59,33,2.59,2.04,1001,10,1,0,6.52
128.92,24.72,46,1.21,0.0,1025,20,4,0,128.92
6.37,25.93,27,1.79,0.0,1015,6,4,0,6.37
9.97,20.84,35,6.87,0.0,1023,13,2,0,7.97
4.1,26.27,66,1.0,0.0,1007,22,6,1,4.1
148.09,24.25,61,0.78,0.0,1013,13,6,1,148.09
10.58,18.66,10,1.26,0.0,1005,4,0,0,10.58
1.05,15.78,18,3.66,10.92,1004,9,3,0,0.73
6.46,23.16,67,1.55,0.0,1001,14,0,0,6.46
119.0,21.46,40,0.0,0.0,1009,23,6,1,119.0
6.35,25.63,23,5.11,0.0,1006,20,0,0,5.08
2.74,24.64,29,9.18,0.0,1015,18,6,1,2.19
12.51,23.44,55,2.3,0.0,1028,2,5,1,12.51
138.49,22.79,40,7.29,2.48,1022,12,1,0,77.55
11.0,20.94,10,2.8,0.0,1024,4,6,1,11.0
5.33,21.34,33,5.68,0.0,1024,1,6,1,4.26
10.25,25.1,54,3.41,0.0,1001,10,4,0,10.25
111.46,22.97,60,3.71,0.0,997,0,4,0,111.46
6.12,19.71,10,3.18,0.0,1030,10,5,1,6.12
2.8,21.79,17,10.22,0.51,1027,14,4,0,1.57
7.09,26.82,48,6.17,0.0,1020,17,4,0,5.68
104.49,22.11,50,4.23,0.0,1024,3,1,0,104.49
11.25,19.32,20,1.29,2.56,1022,19,2,0,7.88
4.75,18.71,17,8.67,5.33,1019,14,4,0,2.66
5.55,28.32,58,0.58,0.0,1028,1,2,0,5.55
141.34,18.27,26,3.68,0.0,1008,2,2,0,141.34
9.53,27.45,37,0.68,0.0,1028,19,6,1,9.53
5.77,15.82,22,8.21,0.0,1026,20,5,1,4.62
8.48,30.56,46,4.55,0.0,1026,16,3,0,8.48
153.85,22.57,28,6.74,0.0,1020,6,1,0,123.08
9.99,20.2,39,6.0,0.0,1035,8,3,0,7.99
9.13,22.71,44,5.25,0.0,1006,22,5,1,7.31
6.22,29.77,61,2.46,0.0,1024,22,6,1,6.22
132.08,20.22,39,6.94,0.0,1020,19,5,1,105.66
7.11,22.28,10,2.83,0.0,1017,10,4,0,7.11
6.85,16.22,38,5.33,0.0,1026,8,5,1,5.48
7.2,24.03,45,0.35,0.0,1001,6,1,0,7.2
121.52,24.59,49,3.0,0.0,1014,14,1,0,121.52
10.44,19.2,33,0.0,0.0,1020,2,0,0,10.44
4.21,20.82,33,8.55,5.26,1017,1,3,0,2.36
5.02,29.05,36,0.58,0.0,1030,17,2,0,5.02
145.0,16.66,36,0.0,0.0,1007,20,2,0,145.0
7.48,23.76,18,5.48,0.0,1010,17,0,0,5.98
0.77,19.68,32,5.9,0.0,1033,9,2,0,0.61
5.74,21.11,45,1.57,0.0,1012,19,5,1,5.74
144.26,22.45,48,0.0,0.0,1011,7,6,1,144.26
9.77,21.98,22,5.72,0.0,1022,17,4,0,7.81
5.75,17.79,43,7.78,0.0,1028,14,5,1,4.6
9.83,26.14,52,1.03,1.54,1028,8,5,1,6.88
116.43,24.74,59,7.3,0.0,1027,13,3,0,93.14
12.25,21.06,16,5.59,0.0,1012,15,6,1,9.8
10.39,18.4,16,9.12,0.0,1030,21,4,0,8.31
8.52,30.39,30,0.18,0.0,1016,19,1,0,8.52
111.32,20.75,48,5.77,0.0,1022,12,2,0,89.05
13.79,25.93,20,4.37,0.0,1009,9,1,0,13.79
6.08,23.78,28,6.89,0.0,1003,5,4,0,4.86
5.72,26.36,36,0.0,0.0,1004,17,2,0,5.72
137.88,22.73,25,4.48,0.0,1007,3,3,0,137.88
14.56,19.59,40,1.62,0.0,1028,2,1,0,14.56
8.76,20.41,34,7.72,0.0,1008,22,4,0,7.01
13.18,23.82,49,1.38,0.0,1005,4,0,0,13.18
135.01,18.42,34,2.98,0.0,1016,7,5,1,135.01
7.07,21.62,13,2.4,0.0,1033,13,4,0,7.07
7.69,20.12,11,6.02,0.0,1033,15,2,0,6.15
12.41,28.32,50,4.08,3.68,1010,12,1,0,8.69
104.64,25.2,29,1.61,0.0,1006,6,5,1,104.64
9.42,23.27,21,0.07,0.0,1035,13,1,0,9.42
2.11,16.13,30,4.73,0.0,1008,14,5,1,2.11
4.26,27.36,68,0.0,0.0,1018,20,3,0,4.26
121.82,20.39,32,1.2,1.27,1020,15,3,0,85.27
12.51,18.47,14,0.89,0.0,1010,8,2,0,12.51
5.35,20.31,41,3.15,4.48,1025,14,1,0,3.74
12.85,22.29,28,4.81,0.0,1023,22,2,0,12.85
